benefit_id,period,month,benefit_category,benefit,strategic_theme,business_unit,domain,ai_use_case_id,ai_use_case_name,executive_sponsor,product_owner,delivery_team,status,stage,maturity,actual,target,previous_period,variance_pct,ytd_value,fy_target,unit,confidence,data_source,evidence,contributing_systems,contributing_ai_models,risks,opportunities,dependencies,owner,financial_owner,last_updated,commentary,approval_status,approved_by
BI-PM-002-REUSE,2026-06,June,Reuse,Reuse Score,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,3.0,5,2.9,3.4,3.0,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-06: reuse potential for PM: Ask ASOC assessed against ASOC cross-domain scaling.,Draft,
BI-CM-001-VALUE,2026-01,January,Financial,Annual Benefits Realised,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,105085.3,133333.33,99751.96,5.3,105085.3,1600000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,"2026-01: New IP Service Creation contributed R value in Configuration Management, linked directly to dashboard use case CM-001.",Draft,
BI-CM-001-HOURS,2026-01,January,Operational,Productivity Hours Saved,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,157.6,200.0,149.6,5.3,157.6,2400.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for New IP Service Creation.,Draft,
BI-CM-001-REUSE,2026-01,January,Reuse,Reuse Score,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,3.5,5,3.4,2.9,3.5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-01: reuse potential for New IP Service Creation assessed against ASOC cross-domain scaling.,Draft,
BI-CM-001-VALUE,2026-02,February,Financial,Annual Benefits Realised,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,113304.96,133333.33,107971.62,4.9,226609.92,1600000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,"2026-02: New IP Service Creation contributed R value in Configuration Management, linked directly to dashboard use case CM-001.",Draft,
BI-CM-001-HOURS,2026-02,February,Operational,Productivity Hours Saved,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,170.0,200.0,162.0,4.9,340.0,2400.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for New IP Service Creation.,Draft,
BI-CM-001-REUSE,2026-02,February,Reuse,Reuse Score,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,3.6,5,3.5,2.9,3.6,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-02: reuse potential for New IP Service Creation assessed against ASOC cross-domain scaling.,Draft,
BI-CM-001-VALUE,2026-03,March,Financial,Annual Benefits Realised,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,119098.98,133333.33,113765.65,4.7,357296.94,1600000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,"2026-03: New IP Service Creation contributed R value in Configuration Management, linked directly to dashboard use case CM-001.",Draft,
BI-CM-001-HOURS,2026-03,March,Operational,Productivity Hours Saved,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,178.6,200.0,170.6,4.7,535.8,2400.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for New IP Service Creation.,Draft,
BI-CM-001-REUSE,2026-03,March,Reuse,Reuse Score,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,3.7,5,3.6,2.8,3.7,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-03: reuse potential for New IP Service Creation assessed against ASOC cross-domain scaling.,Draft,
BI-CM-001-VALUE,2026-04,April,Financial,Annual Benefits Realised,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,123882.61,133333.33,118549.28,4.5,495530.44,1600000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,"2026-04: New IP Service Creation contributed R value in Configuration Management, linked directly to dashboard use case CM-001.",Draft,
BI-CM-001-HOURS,2026-04,April,Operational,Productivity Hours Saved,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,185.8,200.0,177.8,4.5,743.2,2400.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-04: productivity hours saved from automation/reduced manual effort for New IP Service Creation.,Draft,
BI-CM-001-REUSE,2026-04,April,Reuse,Reuse Score,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,3.8,5,3.7,2.7,3.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-04: reuse potential for New IP Service Creation assessed against ASOC cross-domain scaling.,Draft,
BI-CM-001-VALUE,2026-05,May,Financial,Annual Benefits Realised,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,130000.03,133333.33,124666.69,4.3,650000.15,1600000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,"2026-05: New IP Service Creation contributed R value in Configuration Management, linked directly to dashboard use case CM-001.",Draft,
BI-CM-001-HOURS,2026-05,May,Operational,Productivity Hours Saved,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,195.0,200.0,187.0,4.3,975.0,2400.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for New IP Service Creation.,Draft,
BI-CM-001-REUSE,2026-05,May,Reuse,Reuse Score,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,3.9,5,3.8,2.6,3.9,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-05: reuse potential for New IP Service Creation assessed against ASOC cross-domain scaling.,Draft,
BI-CM-001-VALUE,2026-06,June,Financial,Annual Benefits Realised,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,138569.14,133333.33,133235.81,4.0,831414.84,1600000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,"2026-06: New IP Service Creation contributed R value in Configuration Management, linked directly to dashboard use case CM-001.",Draft,
BI-CM-001-HOURS,2026-06,June,Operational,Productivity Hours Saved,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,207.9,200.0,199.9,4.0,1247.4,2400.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for New IP Service Creation.,Draft,
BI-CM-001-REUSE,2026-06,June,Reuse,Reuse Score,Accelerate IP service creation and reduce manual configuration effort.,ASOC,Configuration Management,CM-001,New IP Service Creation,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,4.0,5,3.9,2.6,4.0,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction of time to configure,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale New IP Service Creation across additional ASOC processes and OPCOs where reusable.,AI-assisted service creation workflow,Lance Zietsman,ASOC Finance,2026-06-30,2026-06: reuse potential for New IP Service Creation assessed against ASOC cross-domain scaling.,Draft,
BI-CM-002-VALUE,2026-01,January,Financial,Annual Benefits Realised,Improve configuration issue localisation and reduce time spent verifying network state.,ASOC,Configuration Management,CM-002,Configuration Verification Assistant,Craig Clarke,Lance Zietsman,ASOC Configuration Management,Sandbox,Forecast,Scaled,91949.64,116666.67,87282.97,5.3,91949.64,1400000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"Huawei NCE, Nokia NSP, RITA, Automation Engine",Automation analytics,,Scale Configuration Verification Assistant across additional ASOC processes and OPCOs where reusable.,Operational verification assistant for CM queries,Lance Zietsman,ASOC Finance,2026-06-30,"2026-01: Configuration Verification Assistant contributed R value in Configuration Management, linked directly to dashboard use case CM-002.",Draft,
